Date,Total-Score,E-Score,S-Score,G-Score,Symbol
2019-09-01,71.63,61.75,80.91,78.29,DTE
2019-10-01,71.83,61.75,80.91,79.09,DTE
2019-11-01,71.83,61.75,80.91,79.09,DTE
2019-12-01,71.91,61.82,80.91,79.29,DTE
2020-01-01,30.77,14.16,10.22,6.39,DTE
2020-02-01,30.77,14.16,10.22,6.39,DTE
2020-03-01,30.77,14.16,10.22,6.39,DTE
2020-04-01,,,,,DTE
2020-05-01,,,,,DTE
2020-06-01,,,,,DTE
2020-07-01,30.89,14.23,10.22,6.43,DTE
2020-08-01,31.14,15.54,9.4,6.2,DTE
2020-09-01,,,,,DTE
2020-10-01,31.14,15.54,9.4,6.2,DTE
2020-11-01,,,,,DTE
2020-12-01,,,,,DTE
2021-01-01,31.14,15.54,9.4,6.2,DTE
2021-02-01,31.14,15.54,9.4,6.2,DTE
2021-03-01,31.14,15.54,9.4,6.2,DTE
2021-04-01,,,,,DTE
2021-05-01,31.51,15.93,9.38,6.2,DTE
2021-06-01,,,,,DTE
2021-07-01,,,,,DTE
2021-08-01,,,,,DTE
2021-09-01,25.37,13.41,6.93,5.03,DTE
2021-10-01,,,,,DTE
2021-11-01,,,,,DTE
2021-12-01,,,,,DTE
2022-01-01,,,,,DTE
2022-02-01,25.56,13.41,7.12,5.03,DTE
2022-03-01,,,,,DTE
2022-04-01,,,,,DTE
2022-05-01,25.56,13.41,7.12,5.03,DTE
2022-06-01,,,,,DTE
2022-07-01,,,,,DTE
2022-08-01,25.41,13.42,6.96,5.03,DTE
2022-09-01,,,,,DTE
2022-10-01,,,,,DTE
2022-11-01,,,,,DTE
2022-12-01,,,,,DTE
2023-01-01,30.09,15.28,10.04,4.77,DTE
2014-09-01,61.0,42.0,74.0,78.0,DUK
2014-10-01,60.0,42.0,74.0,78.0,DUK
2014-11-01,62.0,40.0,74.0,88.0,DUK
2014-12-01,63.0,40.0,78.0,88.0,DUK
2015-01-01,63.0,40.0,78.0,88.0,DUK
2015-02-01,63.0,40.0,78.0,88.0,DUK
2015-03-01,62.0,40.0,74.0,88.0,DUK
2015-04-01,63.0,41.0,74.0,88.0,DUK
2015-05-01,63.0,41.0,74.0,88.0,DUK
2015-06-01,63.0,41.0,74.0,88.0,DUK
2015-07-01,63.0,41.0,74.0,88.0,DUK
2015-08-01,63.0,41.0,74.0,88.0,DUK
2015-09-01,63.0,41.0,74.0,88.0,DUK
2015-10-01,63.0,41.0,74.0,88.0,DUK
2015-11-01,61.0,43.0,73.0,78.0,DUK
2015-12-01,60.0,43.0,70.0,78.0,DUK
2016-01-01,60.06,43.25,70.39,77.92,DUK
2016-02-01,59.56,43.25,70.39,75.92,DUK
2016-03-01,59.56,43.25,70.39,75.92,DUK
2016-04-01,58.41,44.36,64.89,75.92,DUK
2016-05-01,58.41,44.36,64.89,75.92,DUK
2016-06-01,58.41,44.36,64.89,75.92,DUK
2016-07-01,57.61,42.58,64.89,75.92,DUK
2016-08-01,57.61,42.58,64.89,75.92,DUK
2016-09-01,58.34,42.58,68.0,75.12,DUK
2016-10-01,58.34,42.58,68.0,75.12,DUK
2016-11-01,58.34,42.58,68.0,75.12,DUK
2016-12-01,57.53,42.58,68.0,71.89,DUK
2017-01-01,57.53,42.58,68.0,71.89,DUK
2017-02-01,57.53,42.58,68.0,71.89,DUK
2017-03-01,57.53,42.58,68.0,71.89,DUK
2017-04-01,57.53,42.58,68.0,71.89,DUK
2017-05-01,57.66,42.88,68.0,71.89,DUK
2017-06-01,57.66,42.88,68.0,71.89,DUK
2017-07-01,57.66,42.88,68.0,71.89,DUK
2017-08-01,59.96,42.58,75.26,72.89,DUK
2017-09-01,59.96,42.58,75.26,72.89,DUK
2017-10-01,62.19,49.15,74.26,71.19,DUK
2017-11-01,62.19,49.15,74.26,71.19,DUK
2017-12-01,62.19,49.15,74.26,71.19,DUK
2018-01-01,62.19,49.15,74.26,71.19,DUK
2018-02-01,62.19,49.15,74.26,71.19,DUK
2018-03-01,62.19,49.15,74.26,71.19,DUK
2018-04-01,62.19,49.15,74.26,71.19,DUK
2018-05-01,62.19,49.15,74.26,71.19,DUK
2018-06-01,62.19,49.15,74.26,71.19,DUK
2018-07-01,62.19,49.15,74.26,71.19,DUK
2018-08-01,62.19,49.15,74.26,71.19,DUK
2018-09-01,62.19,49.15,74.26,71.19,DUK
2018-10-01,62.8,49.68,75.51,71.19,DUK
2018-11-01,62.8,49.68,75.51,71.19,DUK
2018-12-01,63.1,49.68,75.51,72.39,DUK
2019-01-01,63.1,49.68,75.51,72.39,DUK
2019-02-01,63.09,49.68,75.51,72.33,DUK
2019-03-01,63.09,49.68,75.51,72.33,DUK
2019-04-01,63.09,49.68,75.51,72.33,DUK
2019-05-01,63.09,49.68,75.51,72.33,DUK
2019-06-01,63.09,49.68,75.51,72.33,DUK
2019-07-01,63.09,49.68,75.51,72.33,DUK
2019-08-01,63.09,49.68,75.51,72.33,DUK
2019-09-01,63.09,49.68,75.51,72.33,DUK
2019-10-01,63.09,49.68,75.51,72.33,DUK
2019-11-01,63.09,49.68,75.51,72.33,DUK
2019-12-01,33.99,16.23,10.56,7.19,DUK
2020-01-01,33.99,16.23,10.56,7.19,DUK
2020-02-01,33.99,16.23,10.56,7.19,DUK
2020-03-01,34.06,15.52,11.84,6.71,DUK
2020-04-01,,,,,DUK
2020-05-01,,,,,DUK
2020-06-01,,,,,DUK
2020-07-01,33.26,15.6,11.84,5.82,DUK
2020-08-01,32.95,15.6,11.72,5.63,DUK
2020-09-01,,,,,DUK
2020-10-01,32.98,15.6,11.72,5.65,DUK
2020-11-01,,,,,DUK
2020-12-01,,,,,DUK
2021-01-01,32.98,15.6,11.72,5.65,DUK
2021-02-01,32.98,15.6,11.72,5.65,DUK
2021-03-01,32.96,15.61,11.57,5.78,DUK
2021-04-01,,,,,DUK
2021-05-01,28.76,15.06,8.49,5.2,DUK
2021-06-01,,,,,DUK
2021-07-01,,,,,DUK
2021-08-01,,,,,DUK
2021-09-01,28.5,15.06,8.49,4.94,DUK
2021-10-01,,,,,DUK
2021-11-01,,,,,DUK
2021-12-01,,,,,DUK
2022-01-01,,,,,DUK
2022-02-01,27.72,14.49,8.57,4.65,DUK
2022-03-01,,,,,DUK
2022-04-01,,,,,DUK
2022-05-01,27.63,14.49,8.57,4.56,DUK
2022-06-01,,,,,DUK
2022-07-01,,,,,DUK
2022-08-01,27.63,14.49,8.57,4.56,DUK
2019-07-01,57.94,53.54,54.26,70.15,DD
2019-08-01,65.06,55.04,68.32,76.53,DD
2019-09-01,65.06,55.04,68.32,76.53,DD
2019-10-01,64.98,55.04,68.32,76.23,DD
2019-11-01,64.41,55.04,66.69,76.23,DD
2019-12-01,31.01,15.77,8.02,7.22,DD
2020-01-01,31.3,13.96,9.33,8.0,DD
2020-02-01,31.03,13.01,10.02,8.0,DD
2020-03-01,31.13,13.01,10.02,8.1,DD
2020-04-01,,,,,DD
2020-05-01,,,,,DD
2020-06-01,,,,,DD
2020-07-01,33.01,14.72,10.02,8.27,DD
2020-08-01,33.01,14.72,10.02,8.27,DD
2020-09-01,,,,,DD
2020-10-01,33.03,14.72,10.02,8.3,DD
2020-11-01,,,,,DD
2020-12-01,,,,,DD
2021-01-01,32.68,14.72,10.02,7.95,DD
2021-02-01,30.41,13.89,9.13,7.39,DD
2021-03-01,30.41,13.89,9.13,7.39,DD
2021-04-01,,,,,DD
2021-05-01,30.04,13.52,9.13,7.39,DD
2021-06-01,,,,,DD
2021-07-01,,,,,DD
2021-08-01,,,,,DD
2021-09-01,30.04,13.52,9.13,7.39,DD
2021-10-01,,,,,DD
2021-11-01,,,,,DD
2021-12-01,,,,,DD
2022-01-01,,,,,DD
2022-02-01,28.64,13.44,8.12,7.08,DD
2022-03-01,,,,,DD
2022-04-01,,,,,DD
2022-05-01,28.85,13.44,8.12,7.29,DD
2022-06-01,,,,,DD
2022-07-01,,,,,DD
2022-08-01,28.95,13.44,8.12,7.39,DD
2017-05-01,63.84,63.0,64.0,64.55,DXC
2017-06-01,62.51,63.0,61.04,64.55,DXC
2017-07-01,62.51,63.0,61.04,64.55,DXC
2017-08-01,62.51,63.0,61.04,64.55,DXC
2017-09-01,62.51,63.0,61.04,64.55,DXC
2017-10-01,62.66,63.67,61.04,64.35,DXC
2017-11-01,62.66,63.67,61.04,64.35,DXC
2017-12-01,62.66,63.67,61.04,64.35,DXC
2018-01-01,62.66,63.67,61.04,64.35,DXC
2018-02-01,62.66,63.67,61.04,64.35,DXC
2018-03-01,64.77,69.0,62.46,63.85,DXC
2018-04-01,64.77,69.0,62.46,63.85,DXC
2018-05-01,64.77,69.0,62.46,63.85,DXC
2018-06-01,64.77,69.0,62.46,63.85,DXC
2018-07-01,64.77,69.0,62.46,63.85,DXC
2018-08-01,64.77,69.0,62.46,63.85,DXC
2018-09-01,64.77,69.0,62.46,63.85,DXC
2018-10-01,65.0,67.67,62.46,66.35,DXC
2018-11-01,64.8,67.67,62.46,65.55,DXC
2018-12-01,64.8,67.67,62.46,65.55,DXC
2019-01-01,64.8,67.67,62.46,65.55,DXC
2019-02-01,65.56,67.67,62.46,68.59,DXC
2019-03-01,65.16,66.33,62.46,68.59,DXC
2019-04-01,65.16,66.33,62.46,68.59,DXC
2019-05-01,65.16,66.33,62.46,68.59,DXC
2019-06-01,65.16,66.33,62.46,68.59,DXC
2019-07-01,65.16,66.33,62.46,68.59,DXC
2019-08-01,65.26,66.33,62.46,68.99,DXC
2019-09-01,65.26,66.33,62.46,68.99,DXC
2019-10-01,65.26,66.33,62.46,68.99,DXC
2019-11-01,65.26,66.33,62.46,68.99,DXC
2019-12-01,63.6,66.84,57.89,69.99,DXC
2020-01-01,15.78,0.01,9.94,5.83,DXC
2020-02-01,15.78,0.01,9.94,5.83,DXC
2020-03-01,15.78,0.01,9.94,5.83,DXC
2020-04-01,,,,,DXC
2020-05-01,,,,,DXC
2020-06-01,,,,,DXC
2020-07-01,15.32,0.01,9.94,5.36,DXC
2020-08-01,15.32,0.01,9.94,5.36,DXC
2020-09-01,,,,,DXC
2020-10-01,13.48,1.16,7.16,5.17,DXC
2020-11-01,,,,,DXC
2020-12-01,,,,,DXC
2021-01-01,13.48,1.16,7.16,5.17,DXC
2021-02-01,13.48,1.16,7.16,5.17,DXC
2021-03-01,13.48,1.16,7.16,5.17,DXC
2021-04-01,,,,,DXC
2021-05-01,13.92,1.16,7.16,5.61,DXC
2021-06-01,,,,,DXC
2021-07-01,,,,,DXC
2021-08-01,,,,,DXC
2021-09-01,13.92,1.16,7.16,5.61,DXC
2021-10-01,,,,,DXC
2021-11-01,,,,,DXC
2021-12-01,,,,,DXC
2022-01-01,,,,,DXC
2022-02-01,16.19,1.26,9.69,5.24,DXC
2022-03-01,,,,,DXC
2022-04-01,,,,,DXC
2022-05-01,16.08,1.26,9.69,5.13,DXC
2022-06-01,,,,,DXC
2022-07-01,,,,,DXC
2022-08-01,16.08,1.26,9.69,5.13,DXC
2022-09-01,,,,,DXC
2022-10-01,,,,,DXC
2022-11-01,,,,,DXC
2022-12-01,,,,,DXC
2023-01-01,16.08,1.26,9.69,5.13,DXC
2014-09-01,66.0,65.0,66.0,66.0,EMN
2014-10-01,65.0,65.0,66.0,66.0,EMN
2014-11-01,66.0,65.0,66.0,66.0,EMN
2014-12-01,66.0,65.0,66.0,66.0,EMN
2015-01-01,66.0,65.0,66.0,66.0,EMN
2015-02-01,66.0,65.0,66.0,66.0,EMN
2015-03-01,65.0,64.0,66.0,66.0,EMN
2015-04-01,65.0,64.0,66.0,66.0,EMN
2015-05-01,65.0,64.0,66.0,66.0,EMN
2015-06-01,65.0,64.0,66.0,66.0,EMN
2015-07-01,65.0,64.0,66.0,66.0,EMN
2015-08-01,65.0,64.0,66.0,66.0,EMN
2015-09-01,65.0,64.0,66.0,66.0,EMN
2015-10-01,65.0,64.0,66.0,66.0,EMN
2015-11-01,65.0,64.0,66.0,66.0,EMN
2015-12-01,65.0,64.0,66.0,66.0,EMN
2016-01-01,65.79,65.0,66.0,66.79,EMN
2016-02-01,65.79,65.0,66.0,66.79,EMN
2016-03-01,65.79,65.0,66.0,66.79,EMN
2016-04-01,65.81,63.74,66.06,68.79,EMN
2016-05-01,65.81,63.74,66.06,68.79,EMN
2016-06-01,66.08,64.4,66.06,68.79,EMN
2016-07-01,66.34,65.06,66.06,68.79,EMN
2016-08-01,66.34,65.06,66.06,68.79,EMN
2016-09-01,64.74,65.06,61.47,68.79,EMN
2016-10-01,64.74,65.06,61.47,68.79,EMN
2016-11-01,64.74,65.06,61.47,68.79,EMN
2016-12-01,64.74,65.06,61.47,68.79,EMN
2017-01-01,64.74,65.06,61.47,68.79,EMN
2017-02-01,64.74,65.06,61.47,68.79,EMN
2017-03-01,64.74,65.06,61.47,68.79,EMN
2017-04-01,64.74,65.06,61.47,68.79,EMN
2017-05-01,65.0,65.72,61.47,68.79,EMN
2017-06-01,65.0,65.72,61.47,68.79,EMN
2017-07-01,65.0,65.72,61.47,68.79,EMN
2017-08-01,65.0,65.72,61.47,68.79,EMN
2017-09-01,65.0,65.72,61.47,68.79,EMN
2017-10-01,63.69,65.34,60.95,64.89,EMN
2017-11-01,65.65,62.65,68.55,66.39,EMN
2017-12-01,65.65,62.65,68.55,66.39,EMN
2018-01-01,65.65,62.65,68.55,66.39,EMN
2018-02-01,65.65,62.65,68.55,66.39,EMN
2018-03-01,65.65,62.65,68.55,66.39,EMN
2018-04-01,65.65,62.65,68.55,66.39,EMN
2018-05-01,65.69,62.65,68.55,66.55,EMN
2018-06-01,65.69,62.65,68.55,66.55,EMN
2018-07-01,65.69,62.65,68.55,66.55,EMN
2018-08-01,65.69,62.65,68.55,66.55,EMN
2018-09-01,65.69,62.65,68.55,66.55,EMN
2018-10-01,65.42,61.97,68.55,66.55,EMN
2018-11-01,68.29,63.37,74.17,67.95,EMN
2018-12-01,68.26,63.37,74.08,67.95,EMN
2019-01-01,68.26,63.37,74.08,67.95,EMN
2019-02-01,68.26,63.37,74.08,67.95,EMN
2019-03-01,68.49,64.05,74.08,67.79,EMN
2019-04-01,68.49,64.05,74.08,67.79,EMN
2019-05-01,68.49,64.05,74.08,67.79,EMN
2019-06-01,67.92,64.05,72.45,67.79,EMN
2019-07-01,67.92,64.05,72.45,67.79,EMN
2019-08-01,67.92,64.05,72.45,67.79,EMN
2019-09-01,67.92,64.05,72.45,67.79,EMN
2019-10-01,67.92,64.05,72.45,67.79,EMN
2019-11-01,68.02,64.05,72.45,68.19,EMN
2019-12-01,67.39,62.45,72.45,68.19,EMN
2020-01-01,27.71,13.12,6.68,7.9,EMN
2020-02-01,27.71,13.12,6.68,7.9,EMN
2020-03-01,27.71,13.12,6.68,7.9,EMN
2020-04-01,,,,,EMN
2020-05-01,,,,,EMN
2020-06-01,,,,,EMN
2020-07-01,24.76,11.68,5.79,7.3,EMN
2020-08-01,24.76,11.68,5.79,7.3,EMN
2020-09-01,,,,,EMN
2020-10-01,24.51,11.68,5.79,7.05,EMN
2020-11-01,,,,,EMN
2020-12-01,,,,,EMN
2021-01-01,24.51,11.68,5.79,7.05,EMN
2021-02-01,24.51,11.68,5.79,7.05,EMN
2021-03-01,23.81,11.42,5.34,7.05,EMN
2021-04-01,,,,,EMN
2021-05-01,24.21,11.51,5.34,7.37,EMN
2021-06-01,,,,,EMN
2021-07-01,,,,,EMN
2021-08-01,,,,,EMN
2021-09-01,24.66,11.51,5.34,7.81,EMN
2021-10-01,,,,,EMN
2021-11-01,,,,,EMN
2021-12-01,,,,,EMN
2022-01-01,,,,,EMN
2022-02-01,24.81,11.51,5.5,7.81,EMN
2022-03-01,,,,,EMN
2022-04-01,,,,,EMN
2022-05-01,24.36,11.98,5.42,6.96,EMN
2022-06-01,,,,,EMN
2022-07-01,,,,,EMN
2022-08-01,24.36,11.98,5.42,6.96,EMN
2022-09-01,,,,,EMN
2022-10-01,,,,,EMN
2022-11-01,,,,,EMN
2022-12-01,,,,,EMN
2023-01-01,24.6,11.98,5.42,7.2,EMN
2014-09-01,67.0,63.0,69.0,69.0,ETN
2014-10-01,66.0,63.0,69.0,69.0,ETN
2014-11-01,67.0,63.0,69.0,69.0,ETN
2014-12-01,67.0,63.0,69.0,69.0,ETN
2015-01-01,71.0,70.0,70.0,73.0,ETN
2015-02-01,71.0,70.0,70.0,73.0,ETN
2015-03-01,71.0,72.0,69.0,73.0,ETN
2015-04-01,71.0,72.0,69.0,73.0,ETN
2015-05-01,71.0,72.0,69.0,73.0,ETN
2015-06-01,71.0,72.0,69.0,73.0,ETN
2015-07-01,71.0,72.0,69.0,73.0,ETN
2015-08-01,71.0,72.0,69.0,73.0,ETN
2015-09-01,71.0,72.0,69.0,73.0,ETN
2015-10-01,71.0,72.0,69.0,73.0,ETN
2015-11-01,71.0,72.0,69.0,73.0,ETN
2015-12-01,75.0,76.0,75.0,73.0,ETN
2016-01-01,74.67,75.67,75.1,72.5,ETN
2016-02-01,74.67,75.67,75.1,72.5,ETN
2016-03-01,74.67,75.67,75.1,72.5,ETN
2016-04-01,73.55,75.68,71.87,72.5,ETN
2016-05-01,73.55,75.68,71.87,72.5,ETN
2016-06-01,73.55,75.68,71.87,72.5,ETN
2016-07-01,73.27,74.98,71.87,72.5,ETN
2016-08-01,73.27,74.98,71.87,72.5,ETN
2016-09-01,73.27,74.98,71.87,72.5,ETN
2016-10-01,73.27,74.98,71.87,72.5,ETN
2016-11-01,73.27,74.98,71.87,72.5,ETN
2016-12-01,73.27,74.98,71.87,72.5,ETN
2017-01-01,79.7,87.33,76.34,72.2,ETN
2017-02-01,79.7,87.33,76.34,72.2,ETN
2017-03-01,79.7,87.33,76.34,72.2,ETN
2017-04-01,79.7,87.33,76.34,72.2,ETN
2017-05-01,77.31,81.47,76.34,72.03,ETN
2017-06-01,77.31,81.47,76.34,72.03,ETN
2017-07-01,77.31,81.47,76.34,72.03,ETN
2017-08-01,77.31,81.47,76.34,72.03,ETN
2017-09-01,77.28,81.47,76.25,72.03,ETN
2017-10-01,73.63,73.72,77.25,68.43,ETN
2017-11-01,73.63,73.72,77.25,68.43,ETN
2017-12-01,73.63,73.72,77.25,68.43,ETN
2018-01-01,73.63,73.72,77.25,68.43,ETN
2018-02-01,73.63,73.72,77.25,68.43,ETN
2018-03-01,74.2,73.72,78.87,68.43,ETN
2018-04-01,74.2,73.72,78.87,68.43,ETN
2018-05-01,74.2,73.72,78.87,68.43,ETN
2018-06-01,74.2,73.72,78.87,68.43,ETN
2018-07-01,74.2,73.72,78.87,68.43,ETN
2018-08-01,74.2,73.72,78.87,68.43,ETN
2018-09-01,74.2,73.72,78.87,68.43,ETN
2018-10-01,74.2,73.72,78.87,68.43,ETN
2018-11-01,74.3,73.72,78.87,68.83,ETN
2018-12-01,75.46,73.72,81.04,70.43,ETN
2019-01-01,75.46,73.72,81.04,70.43,ETN
2019-02-01,75.46,73.72,81.04,70.43,ETN
2019-03-01,77.39,84.04,76.18,68.43,ETN
2019-04-01,77.39,84.04,76.18,68.43,ETN
2019-05-01,77.39,84.04,76.18,68.43,ETN
2019-06-01,77.31,84.04,76.18,68.13,ETN
2019-07-01,77.31,84.04,76.18,68.13,ETN
2019-08-01,77.31,84.04,76.18,68.13,ETN
2019-09-01,77.31,84.04,76.18,68.13,ETN
2019-10-01,77.31,84.04,76.18,68.13,ETN
2019-11-01,77.27,84.04,76.18,67.97,ETN
2019-12-01,76.72,82.67,76.18,67.97,ETN
2020-01-01,17.77,4.55,7.13,6.09,ETN
2020-02-01,17.77,4.55,7.13,6.09,ETN
2020-03-01,17.04,5.25,6.32,5.47,ETN
2020-04-01,,,,,ETN
2020-05-01,,,,,ETN
2020-06-01,,,,,ETN
2020-07-01,16.87,5.25,6.32,5.3,ETN
2020-08-01,16.87,5.25,6.32,5.3,ETN
2020-09-01,,,,,ETN
2020-10-01,17.1,5.25,6.32,5.53,ETN
2020-11-01,,,,,ETN
2020-12-01,,,,,ETN
2021-01-01,17.3,5.25,6.32,5.74,ETN
2021-02-01,17.18,5.22,6.22,5.74,ETN
2021-03-01,17.01,4.66,6.63,5.72,ETN
2021-04-01,,,,,ETN
2021-05-01,17.01,4.87,6.63,5.51,ETN
2021-06-01,,,,,ETN
2021-07-01,,,,,ETN
2021-08-01,,,,,ETN
2021-09-01,,,,,ETN
2021-10-01,,,,,ETN
2021-11-01,,,,,ETN
2021-12-01,,,,,ETN
2022-01-01,,,,,ETN
2022-02-01,17.19,4.87,6.63,5.69,ETN
2022-03-01,,,,,ETN
2022-04-01,,,,,ETN
2022-05-01,17.77,5.37,6.76,5.65,ETN
2022-06-01,,,,,ETN
2022-07-01,,,,,ETN
2022-08-01,17.85,5.37,6.76,5.72,ETN
2014-09-01,64.0,61.0,64.0,68.0,EBAY
2014-10-01,64.0,61.0,64.0,68.0,EBAY
2014-11-01,64.0,61.0,64.0,68.0,EBAY
2014-12-01,64.0,61.0,64.0,68.0,EBAY
2015-01-01,64.0,61.0,64.0,68.0,EBAY
2015-02-01,64.0,61.0,64.0,68.0,EBAY
2015-03-01,65.0,63.0,64.0,68.0,EBAY
2015-04-01,64.0,63.0,64.0,68.0,EBAY
2015-05-01,64.0,63.0,64.0,68.0,EBAY
2015-06-01,64.0,63.0,64.0,68.0,EBAY
2015-07-01,64.0,63.0,64.0,68.0,EBAY
2015-08-01,64.0,63.0,64.0,68.0,EBAY
2015-09-01,64.0,63.0,63.0,68.0,EBAY
2015-10-01,64.0,63.0,63.0,68.0,EBAY
2015-11-01,64.0,63.0,63.0,68.0,EBAY
2015-12-01,64.0,63.0,63.0,68.0,EBAY
2016-01-01,64.07,63.0,62.7,67.82,EBAY
2016-02-01,69.12,72.33,67.81,67.62,EBAY
2016-03-01,69.12,72.33,67.81,67.62,EBAY
2016-04-01,65.65,73.17,61.24,64.58,EBAY
2016-05-01,65.65,73.17,61.24,64.58,EBAY
2016-06-01,65.63,73.1,61.24,64.58,EBAY
2016-07-01,64.63,69.77,61.24,64.58,EBAY
2016-08-01,64.63,69.77,61.24,64.58,EBAY
2016-09-01,64.63,69.77,61.24,64.58,EBAY
2016-10-01,64.63,69.77,61.24,64.58,EBAY
2016-11-01,64.63,69.77,61.24,64.58,EBAY
2016-12-01,63.28,69.77,57.68,65.58,EBAY
2017-01-01,62.42,69.77,55.77,65.58,EBAY
2017-02-01,62.42,69.77,55.77,65.58,EBAY
2017-03-01,62.42,69.77,55.77,65.58,EBAY
2017-04-01,62.42,69.77,55.77,65.58,EBAY
2017-05-01,62.67,70.6,55.77,65.58,EBAY
2017-06-01,62.67,70.6,55.77,65.58,EBAY
2017-07-01,62.67,70.6,55.77,65.58,EBAY
2017-08-01,62.67,70.6,55.77,65.58,EBAY
2017-09-01,63.22,70.6,57.0,65.58,EBAY
2017-10-01,63.38,70.77,61.13,58.58,EBAY
2017-11-01,63.38,70.77,61.13,58.58,EBAY
2017-12-01,63.38,70.77,61.13,58.58,EBAY
2018-01-01,63.38,70.77,61.13,58.58,EBAY
2018-02-01,63.38,70.77,61.13,58.58,EBAY
2018-03-01,63.38,70.77,61.13,58.58,EBAY
2018-04-01,63.38,70.77,61.13,58.58,EBAY
2018-05-01,63.38,70.77,61.13,58.58,EBAY
2018-06-01,63.38,70.77,61.13,58.58,EBAY
2018-07-01,63.38,70.77,61.13,58.58,EBAY
2018-08-01,63.38,70.77,61.13,58.58,EBAY
2018-09-01,63.38,70.77,61.13,58.58,EBAY
2018-10-01,63.75,70.77,61.19,59.95,EBAY
2018-11-01,63.65,70.77,61.19,59.55,EBAY
2018-12-01,63.94,68.77,63.15,59.55,EBAY
2019-01-01,63.94,68.77,63.15,59.55,EBAY
2019-02-01,63.94,68.77,63.15,59.55,EBAY
2019-03-01,63.94,68.77,63.15,59.55,EBAY
2019-04-01,63.94,68.77,63.15,59.55,EBAY
2019-05-01,63.96,68.83,63.15,59.55,EBAY
2019-06-01,63.96,68.83,63.15,59.55,EBAY
2019-07-01,63.96,68.83,63.15,59.55,EBAY
2019-08-01,63.96,68.83,63.15,59.55,EBAY
2019-09-01,63.86,68.83,63.15,59.15,EBAY
2019-10-01,63.86,68.83,63.15,59.15,EBAY
2019-11-01,63.86,68.83,63.15,59.15,EBAY
2019-12-01,60.38,64.42,58.36,59.15,EBAY
2020-01-01,20.19,1.69,11.13,7.36,EBAY
2020-02-01,20.2,1.64,11.2,7.36,EBAY
2020-03-01,20.19,1.69,11.13,7.36,EBAY
2020-04-01,,,,,EBAY
2020-05-01,,,,,EBAY
2020-06-01,,,,,EBAY
2020-07-01,21.42,1.7,11.66,8.07,EBAY
2020-08-01,21.42,1.7,11.66,8.07,EBAY
2020-09-01,,,,,EBAY
2020-10-01,21.44,1.7,11.66,8.09,EBAY
2020-11-01,,,,,EBAY
2020-12-01,,,,,EBAY
2021-01-01,21.78,1.62,11.76,8.4,EBAY
2021-02-01,21.78,1.62,11.76,8.4,EBAY
2021-03-01,21.39,1.62,11.76,8.01,EBAY
2021-04-01,,,,,EBAY
2021-05-01,16.71,0.93,9.33,6.45,EBAY
2021-06-01,,,,,EBAY
2021-07-01,,,,,EBAY
2021-08-01,,,,,EBAY
2021-09-01,16.71,0.93,9.33,6.45,EBAY
2021-10-01,,,,,EBAY
2021-11-01,,,,,EBAY
2021-12-01,,,,,EBAY
2022-01-01,,,,,EBAY
2022-02-01,16.71,0.93,9.33,6.45,EBAY
2022-03-01,,,,,EBAY
2022-04-01,,,,,EBAY
2022-05-01,17.11,0.93,9.33,6.84,EBAY
2022-06-01,,,,,EBAY
2022-07-01,,,,,EBAY
2022-08-01,17.11,0.93,9.33,6.84,EBAY
2014-09-01,65.0,63.0,62.0,71.0,ECL
2014-10-01,64.0,63.0,62.0,71.0,ECL
2014-11-01,65.0,63.0,62.0,71.0,ECL
2014-12-01,65.0,63.0,62.0,71.0,ECL
2015-01-01,64.0,60.0,63.0,72.0,ECL
2015-02-01,65.0,62.0,63.0,72.0,ECL
2015-03-01,66.0,65.0,64.0,72.0,ECL
2015-04-01,66.0,65.0,64.0,72.0,ECL
2015-05-01,66.0,65.0,64.0,72.0,ECL
2015-06-01,66.0,65.0,64.0,72.0,ECL
2015-07-01,66.0,65.0,64.0,72.0,ECL
2015-08-01,66.0,65.0,64.0,72.0,ECL
2015-09-01,66.0,65.0,64.0,72.0,ECL
2015-10-01,66.0,65.0,64.0,72.0,ECL
2015-11-01,66.0,65.0,64.0,72.0,ECL
2015-12-01,66.0,65.0,64.0,72.0,ECL
2016-01-01,66.37,65.23,63.82,71.75,ECL
2016-02-01,67.88,66.88,64.82,73.75,ECL
2016-03-01,67.88,66.88,64.82,73.75,ECL
2016-04-01,67.04,67.88,61.29,73.75,ECL
2016-05-01,67.04,67.88,61.29,73.75,ECL
2016-06-01,67.04,67.88,61.29,73.75,ECL
2016-07-01,67.04,67.88,61.29,73.75,ECL
2016-08-01,67.04,67.88,61.29,73.75,ECL
2016-09-01,67.04,67.88,61.29,73.75,ECL
2016-10-01,67.04,67.88,61.29,73.75,ECL
2016-11-01,67.04,67.88,61.29,73.75,ECL
2016-12-01,67.04,67.88,61.29,73.75,ECL
2017-01-01,67.99,67.88,61.29,77.54,ECL
2017-02-01,67.99,67.88,61.29,77.54,ECL
2017-03-01,65.93,64.05,62.49,73.75,ECL
2017-04-01,65.88,64.05,62.34,73.75,ECL
2017-05-01,65.61,63.39,62.34,73.75,ECL
2017-06-01,65.61,63.39,62.34,73.75,ECL
2017-07-01,65.61,63.39,62.34,73.75,ECL
2017-08-01,65.58,63.39,62.24,73.75,ECL
2017-09-01,65.58,63.39,62.24,73.75,ECL
2017-10-01,64.03,62.95,62.24,68.25,ECL
2017-11-01,64.03,62.95,62.24,68.25,ECL
2017-12-01,64.03,62.95,62.24,68.25,ECL
